Child Level,Event Name,CPU Start (ns),GPU Start (ns),GPU Duration (ns),Process Name,Thread ID,CPU Core,GPU Engine,
0,"ClearRenderTargetView",10125436600,0,0,silkroad.exe,17228,2,N/A,
0,"ClearDepthStencilView",10125436900,0,0,silkroad.exe,17228,2,N/A,
0,"DrawIndexed",10125839600,0,0,silkroad.exe,17228,2,N/A,
0,"DrawIndexed",10125852100,0,0,silkroad.exe,17228,2,N/A,
0,"Present",10131472900,0,0,silkroad.exe,17228,2,N/A,
0,"ClearRenderTargetView",10131475400,0,0,silkroad.exe,17228,2,N/A,
0,"ClearDepthStencilView",10131475700,0,0,silkroad.exe,17228,2,N/A,
0,"DrawIndexed",10131850300,0,0,silkroad.exe,17228,2,N/A,
0,"DrawIndexed",10131862900,0,0,silkroad.exe,17228,2,N/A,
0,"Present",10137524000,0,0,silkroad.exe,17228,2,N/A,
0,"ClearRenderTargetView",10137526300,0,0,silkroad.exe,17228,2,N/A,
0,"ClearDepthStencilView",10137526500,0,0,silkroad.exe,17228,2,N/A,
0,"DrawIndexed",10137946700,0,0,silkroad.exe,17228,2,N/A,
0,"DrawIndexed",10137960100,0,0,silkroad.exe,17228,2,N/A,
0,"Present",10143583400,0,0,silkroad.exe,17228,2,N/A,
0,"ClearRenderTargetView",10143585600,0,0,silkroad.exe,17228,2,N/A,
0,"ClearDepthStencilView",10143585800,0,0,silkroad.exe,17228,2,N/A,
0,"DrawIndexed",10143995200,0,0,silkroad.exe,17228,2,N/A,
0,"DrawIndexed",10144008400,0,0,silkroad.exe,17228,2,N/A,
0,"Present",10149652400,0,0,silkroad.exe,17228,2,N/A,
0,"ClearRenderTargetView",10149655100,0,0,silkroad.exe,17228,2,N/A,
0,"ClearDepthStencilView",10149655400,0,0,silkroad.exe,17228,2,N/A,
0,"DrawIndexed",10150071800,0,0,silkroad.exe,17228,2,N/A,
0,"DrawIndexed",10150085200,0,0,silkroad.exe,17228,2,N/A,
0,"Present",10155721000,0,0,silkroad.exe,17228,2,N/A,
0,"ClearRenderTargetView",10155723600,0,0,silkroad.exe,17228,2,N/A,
0,"ClearDepthStencilView",10155723900,0,0,silkroad.exe,17228,2,N/A,
0,"DrawIndexed",10156140400,0,0,silkroad.exe,17228,2,N/A,
0,"DrawIndexed",10156153500,0,0,silkroad.exe,17228,2,N/A,
0,"Present",10161765000,0,0,silkroad.exe,17228,2,N/A,
0,"ClearRenderTargetView",10161767300,0,0,silkroad.exe,17228,2,N/A,
0,"ClearDepthStencilView",10161767600,0,0,silkroad.exe,17228,2,N/A,
0,"DrawIndexed",10162176700,0,0,silkroad.exe,17228,2,N/A,
0,"DrawIndexed",10162190000,0,0,silkroad.exe,17228,2,N/A,
0,"Present",10167859800,0,0,silkroad.exe,17228,0,N/A,
0,"ClearRenderTargetView",10167862900,0,0,silkroad.exe,17228,0,N/A,
0,"ClearDepthStencilView",10167863200,0,0,silkroad.exe,17228,0,N/A,
0,"DrawIndexed",10168562400,0,0,silkroad.exe,17228,0,N/A,
0,"DrawIndexed",10168576900,0,0,silkroad.exe,17228,0,N/A,
0,"Present",10173877100,0,0,silkroad.exe,17228,0,N/A,
0,"ClearRenderTargetView",10173879600,0,0,silkroad.exe,17228,0,N/A,
0,"ClearDepthStencilView",10173879900,0,0,silkroad.exe,17228,0,N/A,
0,"DrawIndexed",10174424500,0,0,silkroad.exe,17228,0,N/A,
0,"DrawIndexed",10174437100,0,0,silkroad.exe,17228,0,N/A,
0,"Present",10179945000,0,0,silkroad.exe,17228,2,N/A,
0,"ClearRenderTargetView",10179947900,0,0,silkroad.exe,17228,2,N/A,
0,"ClearDepthStencilView",10179948200,0,0,silkroad.exe,17228,2,N/A,
0,"DrawIndexed",10180392300,0,0,silkroad.exe,17228,2,N/A,
0,"DrawIndexed",10180405900,0,0,silkroad.exe,17228,2,N/A,
0,"Present",10186038300,0,0,silkroad.exe,17228,2,N/A,
0,"ClearRenderTargetView",10186041300,0,0,silkroad.exe,17228,2,N/A,
0,"ClearDepthStencilView",10186041500,0,0,silkroad.exe,17228,2,N/A,
0,"DrawIndexed",10186463500,0,0,silkroad.exe,17228,2,N/A,
0,"DrawIndexed",10186477200,0,0,silkroad.exe,17228,2,N/A,
0,"Present",10192058000,0,0,silkroad.exe,17228,2,N/A,
0,"ClearRenderTargetView",10192060300,0,0,silkroad.exe,17228,2,N/A,
0,"ClearDepthStencilView",10192060600,0,0,silkroad.exe,17228,2,N/A,
0,"DrawIndexed",10193160300,0,0,silkroad.exe,17228,2,N/A,
0,"DrawIndexed",10193172700,0,0,silkroad.exe,17228,2,N/A,
0,"Present",10198191800,0,0,silkroad.exe,17228,0,N/A,
0,"ClearRenderTargetView",10198194300,0,0,silkroad.exe,17228,0,N/A,
0,"ClearDepthStencilView",10198194500,0,0,silkroad.exe,17228,0,N/A,
0,"DrawIndexed",10198820100,0,0,silkroad.exe,17228,0,N/A,
0,"DrawIndexed",10198832800,0,0,silkroad.exe,17228,0,N/A,
0,"Present",10204188500,0,0,silkroad.exe,17228,6,N/A,
0,"ClearRenderTargetView",10204191600,0,0,silkroad.exe,17228,6,N/A,
0,"ClearDepthStencilView",10204191900,0,0,silkroad.exe,17228,6,N/A,
0,"DrawIndexed",10204599100,0,0,silkroad.exe,17228,2,N/A,
0,"DrawIndexed",10204611600,0,0,silkroad.exe,17228,2,N/A,
0,"Present",10210288000,0,0,silkroad.exe,17228,2,N/A,
